Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; ...",54843,71361,129005,230063,293594,388305,520444,540681,526634,706824,901083,1010205,1193881,1204430,1276530,1353830,1440220,1661016,1843118
'28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...",240748,394450,361360,578918,723116,834914,741006,1249628,837458,2313995,1409322,1739469,1466232,1429430,1251551,1243706,1618038,2034900,1830832
'69,Ceramic products,90891,96383,100822,100394,118546,142423,184453,214559,201038,301481,363804,435099,559327,768628,894544,1047761,1242013,1520500,1782878
'55,Man-made staple fibres,458105,538295,674357,775361,822033,973666,1295189,1396060,1214901,1621828,2245789,1996788,2185628,2181561,2126040,2046798,2145209,1914136,1764879
'12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...",315270,239804,324865,466953,406729,481716,760324,983559,694073,1084435,1853859,1797706,1880345,2151446,1713284,1685322,1768142,1623429,1724292
'57,Carpets and other textile floor coverings,578747,602877,679661,795707,1051247,1222251,1220765,1188811,978190,1330358,1279522,1350669,1715697,1800142,1718225,1736714,1752976,1756444,1720884
'68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",288910,329675,400997,410704,600238,778755,908863,945060,845387,987172,1017412,1129463,1390707,1406047,1329735,1339611,1362994,1508421,1661016
'23,Residues and waste from the food industries; prepared animal fodder,450154,411168,457214,917985,807067,1265596,1619340,2779798,1707576,2066624,2754100,2638569,3697493,2042843,1057734,774604,1455105,1679822,1547046
'08,Edible fruit and nuts; peel of citrus fruit or melons,541808,584588,527514,687592,868298,855429,873448,1133227,1035359,1088701,1448995,1389591,1676457,1632898,1481616,1596121,1840742,1536840,1520740
'88,"Aircraft, spacecraft, and parts thereof",75109,93390,75707,54000,62561,58079,373813,1495281,1088822,1534939,2302532,1776309,4151795,6721166,3783771,3025466,2314343,2041860,1477381
'15,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...,194258,152375,176820,314636,317818,314848,416562,579752,534235,716264,1048593,955908,984201,903715,925656,843677,1203350,1121002,1151472
'07,Edible vegetables and certain roots and tubers,234113,253831,296872,364225,537492,609294,632880,683740,797735,962303,1009014,857951,1404373,1128347,1147322,1160443,1149213,1230062,1081000
'13,"Lac; gums, resins and other vegetable saps and extracts",234142,224196,244381,286212,401920,401045,387807,481980,360723,657568,2270833,6547657,3066362,2305278,1098795,832382,986487,1064477,966211
