Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'70,Glass and glassware,1621275,1636149,1661420,1809978,1852097,1909905,2030760,2093446,1873332,2152811,2306885,2394413,2440920,2529691,2550792,2552526,2627113,2610432,2520197
'64,"Footwear, gaiters and the like; parts of such articles",1018790,1062866,1114120,1224613,1366225,1551617,1726905,1801336,1696912,1927246,2152895,2213081,2304101,2481659,2481048,2354750,2449868,2519478,2497815
'34,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial ...",897774,977649,1095917,1282876,1365769,1542750,1666994,1882035,1861811,2021422,2162206,2282083,2346830,2358626,2265851,2259062,2337326,2389555,2408945
'20,"Preparations of vegetables, fruit, nuts or other parts of plants",815979,889332,916378,1022970,1137102,1319544,1508916,1691743,1620268,1741415,2052934,2197522,2251143,2358268,2361383,2226728,2292429,2349737,2363061
'32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring ...",1318202,1374771,1482822,1564944,1636810,1775915,1795843,1770731,1592634,1897772,2077158,2276873,2240652,2246620,2162586,2164071,2221106,2341164,2356846
'03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1063582,1029739,1072259,1140456,1239017,1343872,1482989,1448053,1433058,1623238,1904378,1891649,2041999,2166364,1983199,2084142,2148241,2234299,2327308
'49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, ...",2155319,2172887,2436720,2606728,2810648,3091522,3263055,3376022,3005436,3265937,3228864,3082898,2986739,2732523,2450481,2267079,2278965,2250418,2155782
'74,Copper and articles thereof,659525,614718,762013,1314069,1693407,2353602,2326738,2273965,1309142,1732905,1876557,1810022,1933588,2040026,1940702,1477554,2210304,2499512,2137005
'82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1333653,1425741,1542143,1761805,1887692,2035717,1975483,2202178,1608758,2018834,2180005,2259506,2276613,2280698,2098365,1903339,2052010,2168193,2064606
'86,"Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...",837899,512111,760359,836885,935908,1181094,938837,1176219,783874,875628,1266442,1305612,1138823,1275090,1326702,1251932,1279503,1489504,1983032
'23,Residues and waste from the food industries; prepared animal fodder,678738,701247,733338,810885,776954,913057,1101034,1421033,1354721,1403163,1529056,1712606,1713056,1768674,1567975,1502874,1627735,1708249,1839659
'02,Meat and edible meat offal,869712,878101,935979,813672,974007,1178987,1502926,1592523,1539704,1718890,2119202,2452688,2370094,2346466,2246688,2004849,2000303,1925290,1838349
'42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles ...",574577,584284,661348,751115,873559,965037,1106978,1234038,1057710,1256536,1412604,1501461,1600425,1643594,1617009,1587099,1650244,1757417,1780745
'68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",527619,571808,651412,784039,908223,1042994,1187284,1367728,1163521,1426143,1538065,1694578,1697322,1709762,1648974,1638263,1689064,1785964,1637160
'09,"Coffee, tea, mat� and spices",487254,446440,507552,576414,727980,830764,913910,1047626,1033758,1252040,1775934,1737399,1520173,1650787,1573830,1531387,1654045,1591168,1581222
'31,Fertilisers,332257,274636,426516,397800,464404,444435,634152,1009132,540816,765160,1283531,1397568,1338040,1371855,1410605,1101824,1203851,1374229,1581161
'18,Cocoa and cocoa preparations,475230,546284,685833,797090,757459,860680,904923,1087834,1060836,1200166,1390023,1280787,1342815,1479597,1506088,1546398,1520439,1552647,1562011
'96,Miscellaneous manufactured articles,467290,471675,520414,530465,576065,612070,690434,680598,608697,651316,696239,1301128,1353322,1365583,1384576,1379295,1437419,1475538,1486557
'16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",494852,518225,573003,594741,683496,772535,874284,978426,953955,1034295,1223475,1370897,1492113,1590238,1440542,1387238,1417972,1444453,1468721
'63,Other made-up textile articles; sets; worn clothing and worn textile articles; rags,590414,625570,711228,807231,899126,975772,1092546,1156386,1017140,1180011,1287883,1375056,1399703,1411379,1316368,1286314,1374809,1430564,1416887
'89,"Ships, boats and floating structures",693692,319802,617717,726543,805724,843403,1033403,1179273,958876,993379,1174809,775394,1232399,926193,1098118,874811,1627419,1728039,1256391
'25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",488258,483023,523118,572984,598177,618323,674891,716913,570020,665684,774977,870177,988832,1128809,1010237,830273,989859,1107330,1061805
'17,Sugars and sugar confectionery,557503,508922,586973,572036,652808,800891,774553,865130,886195,1066082,1363180,1242251,1129944,1150342,984423,1133898,1137807,1099032,1053555
'69,Ceramic products,545950,619449,673913,753136,819774,878958,982396,1025183,855961,1034024,1006782,1090984,1150653,1158577,1092139,1011911,1072482,1093790,1046224
'10,Cereals,452928,575465,546616,424817,402883,430749,684279,955439,731038,688543,706042,689335,716893,883249,826247,702256,693708,933086,1030900
'12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...",418138,438668,486637,492452,437815,418989,461695,696882,663921,635651,743542,817233,783698,854476,803938,843631,927746,1119696,1015443
'35,Albuminoidal substances; modified starches; glues; enzymes,432623,479625,542956,590140,632538,663799,743098,835511,678434,760536,847383,910353,983713,1039192,975782,967930,917661,911563,963167
'15,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...,287619,326154,406514,485620,536084,602164,766304,983322,931549,1005039,1045080,1104332,1038166,1011483,896852,914658,949763,993273,921465
'57,Carpets and other textile floor coverings,491944,496614,519779,591702,680088,774030,814664,814141,683274,780585,801413,843888,847747,815849,755454,741324,783948,774429,744783
'56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",330519,328782,335783,410759,468346,479358,498684,520875,447607,540114,599886,574796,593228,610222,584355,609539,666726,707333,691076
'04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...",325002,317123,345712,430588,446219,404904,504946,523957,423483,474974,525242,516435,575522,667300,645672,608805,619421,650053,671909
'81,Other base metals; cermets; articles thereof,209758,173888,180125,274675,289817,342524,416750,560088,274158,372562,428092,440492,450388,459214,458854,486452,556594,637824,594387
'91,Clocks and watches and parts thereof,221152,248430,238235,264844,279427,307966,347561,355820,325661,348522,398764,457527,467796,482378,526332,512790,490798,480345,495407
'59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable ...",386077,398183,425375,427013,443868,470569,475437,449896,372943,420325,452120,447600,453838,448718,434593,447978,466788,490670,485826
'54,Man-made filaments; strip and the like of man-made textile materials,627045,630954,606752,645424,661709,627818,605288,566120,427236,506396,570217,560667,523350,522351,510403,476044,507994,503435,467808
'01,Live animals,237365,133223,105824,87199,98948,117841,140140,149387,141902,159371,192748,185058,194476,191258,201612,204155,336130,367236,428501
'06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",225253,228432,248925,276022,298519,318124,353826,363070,341948,358726,367394,389942,406216,403177,383166,376323,409467,422511,427353
'47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or ...,350033,380358,389754,446663,455388,388000,462368,506872,307404,370536,367766,325541,297009,318154,328745,311382,369959,420060,406487
'75,Nickel and articles thereof,168851,129505,140972,193897,267957,293064,547010,429414,198812,335789,387103,409049,359680,647926,390786,265891,337652,472848,391465
'65,Headgear and parts thereof,131796,128549,149694,171596,186274,213621,234231,275188,246478,263741,302421,305009,315536,332120,333887,303756,336391,357743,365558
'93,Arms and ammunition; parts and accessories thereof,130551,135251,152278,267483,204385,263279,329020,382815,395335,429008,593031,503441,548588,490724,428486,377494,396875,373044,351384
'55,Man-made staple fibres,475140,440160,448199,458398,474997,438454,409002,350960,284532,342721,387852,380849,364957,386033,354299,324242,305416,318857,301799
'11,Products of the milling industry; malt; starches; inulin; wheat gluten,89956,94625,94492,103690,114631,137268,206821,248674,188681,192358,241711,298557,306018,300767,292188,300848,306888,282744,298294
'97,"Works of art, collectors' pieces and antiques",113287,105828,142817,124072,219198,176008,231147,233865,176142,171181,189539,241898,234668,257863,330923,231155,211678,238704,277013
