Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'83,Miscellaneous articles of base metal,3603266,4130993,4945636,5639991,6404270,7183327,8276080,9173189,7033765,7781542,8871348,8142969,8515006,8787085,7658143,7941896,8410293,8933999,8432988
'19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1832122,2172243,2687941,3264265,3569629,3956009,4517955,5987540,5591806,5501065,6152333,6097904,6676323,6870001,6189289,6513151,7105296,7583893,7441066
'70,Glass and glassware,3348126,3731344,4329858,4972275,5057405,5760477,6436850,6834802,5760196,6031646,6683288,6198012,6718698,7136819,6227443,6411907,6894165,7784553,7175540
'22,"Beverages, spirits and vinegar",1900246,2299965,2886374,3222020,3738432,4359770,5123948,6097188,5553454,5857118,6509665,6310278,6741054,6934404,5963551,6282244,6590699,6970070,6699795
'21,Miscellaneous edible preparations,1622224,1888786,2183433,2555840,3161910,3525356,4304955,5287091,5004610,4936839,5680265,5640705,6142359,6360830,5505063,5800303,6291337,6735265,6694351
'18,Cocoa and cocoa preparations,1197814,1394255,1661940,1985889,2069936,2453181,2975256,3743686,3797265,4369779,5093484,4816978,5317418,6095967,5387887,5710829,5784858,6194380,6216179
'89,"Ships, boats and floating structures",3264414,3597355,2976075,2954062,2035424,3725834,4915011,6534440,3398387,6646076,4313544,5084505,4642259,5425577,5730087,5846655,7054399,8867620,6117118
'95,"Toys, games and sports requisites; parts and accessories thereof",1986368,2408894,3019246,3130052,3381976,4914715,6718941,9567684,7815861,6604056,6841436,5083096,4500397,4735040,4489409,4491761,5389675,6027224,5759533
'68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",1721554,1929434,2108984,2562673,2992919,3558017,4187818,5066763,3846551,4300709,5064670,4622010,4892644,5163717,4542012,4798296,5208184,5758107,5414734
'23,Residues and waste from the food industries; prepared animal fodder,1425419,1528552,1607558,1883656,2028852,2175156,2570518,3756580,3484326,3547648,3973209,4451483,4884021,5100540,4437552,4450008,4453035,4865492,4921950
'96,Miscellaneous manufactured articles,1529969,1608080,1732667,2000076,2175135,2342809,2542994,2848605,2347393,2493959,2728459,4291486,4501995,4808107,4087794,4248699,4415136,4662186,4467818
'49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, ...",3325961,3835756,4217665,4768554,5366399,5614803,6415907,7360535,6156285,5872119,5964288,5303642,5515477,5508143,4599330,4551406,4602367,4988380,4438663
'69,Ceramic products,1812615,2020077,2358461,2740825,2780006,3160808,3809001,4443540,3498483,3585469,4020134,3693214,3802281,3904860,3385249,3479757,3664030,4127718,4153903
'35,Albuminoidal substances; modified starches; glues; enzymes,1210320,1382625,1615229,1880463,2043869,2252410,2598205,2643326,2771086,3079731,3560775,3517234,3757912,4048749,3447180,3428645,3875946,4140516,4006749
'86,"Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...",1345340,1663572,3036309,3581022,3557566,3918164,3674146,5085603,4945652,5377308,4777202,5035425,4768558,4786069,3522337,4653622,5255388,4651568,3960782
'24,Tobacco and manufactured tobacco substitutes,2063372,2089839,2157066,2456090,3473762,3630986,4127451,5325669,5230690,5118025,6071774,5372678,4977640,5094027,4678573,4854773,4449768,4177132,3678576
'16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",852520,998306,1145457,1409557,1817379,2085336,2534780,3426352,3116397,2964072,3381957,3306520,3609811,3695935,3111060,3067023,3236258,3545017,3437332
'20,"Preparations of vegetables, fruit, nuts or other parts of plants",1237933,1353337,1596296,1849544,2032818,2281419,2568883,3233316,2804175,2564237,2856282,2817101,3086003,3151112,2775895,2891340,3149470,3468977,3334777
'63,Other made-up textile articles; sets; worn clothing and worn textile articles; rags,868067,968561,1141066,1267281,1484120,1679959,1839828,2346514,2270992,2357608,2833340,2684188,2835009,3083456,2772098,2823388,2803312,3134936,3064825
'09,"Coffee, tea, maté and spices",598716,688887,809310,959485,1327052,1535374,1812963,2362230,2163127,2480584,3374925,3086856,2988542,3125847,2834089,2959525,3326713,3248254,3063981
'15,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...,1084198,1351934,1392404,1581959,1555401,1639296,1768176,2973361,2169260,2441089,3495815,3767866,3968361,3279741,2960403,3083262,3237571,2988307,2829669
'56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",1691995,1814969,2099689,1617815,1827704,2092027,2351200,2802569,2275891,2521172,2946857,2669760,2874803,3023663,2568260,2563622,2749888,2885225,2781573
'42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles ...",673033,741371,835614,933227,1109730,1318507,1579214,1995812,1743751,1810311,2180238,2027940,2152711,2344410,2101704,2246534,2541596,2783062,2750417
