Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'55,Man-made staple fibres,164870,168772,170649,189231,180041,172097,175514,181207,168500,157954,157694,141780,131000,129151,111087,99120,98096,106986,92754
'05,"Products of animal origin, not elsewhere specified or included",51140,54283,52471,53058,58615,69409,67558,75820,62818,57114,72900,80913,93092,111505,98176,80026,88938,97787,92305
'37,Photographic or cinematographic goods,287525,318295,355792,361086,321298,282930,317294,323140,295233,269176,253064,209481,174325,148905,125783,103479,104503,96226,87156
'67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...,22662,24285,23895,28609,28236,30280,35008,39743,30972,34110,37765,43518,42470,47238,47319,51618,65722,84007,86173
'06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",19739,22993,27240,31745,34676,39405,48178,57195,47399,51479,52892,59307,76536,85001,83188,75157,81835,83744,83707
'75,Nickel and articles thereof,23262,23197,20686,24823,34376,41860,80434,82284,42440,51416,208955,115479,140955,208981,152891,51184,54115,68145,70684
'60,Knitted or crocheted fabrics,67138,73299,83933,88309,83339,85665,97535,95961,84037,93968,91305,84758,78324,89439,77562,75707,78402,69722,67957
'52,Cotton,206825,230892,226467,223090,152369,124839,124463,109490,88491,93253,107836,94236,78990,77586,69297,64894,60041,60836,54461
'79,Zinc and articles thereof,5350,5591,7863,11765,12928,19197,16710,19451,11981,18151,18745,19860,20447,43474,43774,40354,62989,63528,52503
'41,Raw hides and skins (other than furskins) and leather,89953,92961,87372,86245,73902,73316,98789,115981,67224,82567,89035,84277,80425,92301,97634,57774,55154,45197,42921
'51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",87697,111878,148455,141610,128202,122250,140594,140192,92674,105089,107385,75861,60671,58118,51721,53614,45821,44929,40834
'58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,54088,64559,68172,70934,64317,57972,59304,60589,54178,53957,52987,51170,48879,52004,48450,44379,42606,42386,39575
'66,"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof",13162,15179,14977,17521,18201,18948,22608,29911,23421,33683,37274,40879,37301,42066,37931,35828,38160,41586,37923
'46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",12673,14925,20097,29821,22710,20052,26073,29360,26937,30342,28798,29027,30233,27657,28959,25458,25306,33803,37479
'45,Cork and articles of cork,61217,88655,88519,87280,63616,45861,40127,36193,20360,26483,26601,24572,24298,22892,20224,22031,28649,30079,30086
'53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,19837,20646,20180,17440,18122,16625,18441,20716,17262,18529,16644,14374,15008,14802,16079,18119,18280,20456,21347
'43,Furskins and artificial fur; manufactures thereof,10194,16440,17234,20150,20405,19773,23928,27006,25728,30057,36228,36571,35944,37739,35043,35174,32662,26088,20671
'14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2618,2379,2247,2863,3130,2958,3859,5471,4962,5430,4500,4277,6044,5482,6354,6351,7114,9377,11905
'80,Tin and articles thereof,12855,12755,17537,25437,24141,17056,17732,21272,17701,22111,33523,22313,24418,23506,19261,11393,12021,13431,11189
'78,Lead and articles thereof,5900,7036,4859,4066,13946,23062,37437,20123,21180,20263,18964,8920,14044,6907,5121,10504,8342,10716,10429
'50,Silk,10266,10107,12771,19279,20250,20010,18180,17817,14468,16432,15932,12534,10877,8495,6748,6162,5009,5063,4584
