Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'81,Other base metals; cermets; articles thereof,73156,68871,76104,113414,140265,165838,245040,322608,152691,220092,223722,212105,202248,208196,179438,156599,156834,211491,179130
'91,Clocks and watches and parts thereof,76829,73882,56446,64908,75857,98853,135801,169604,132460,197984,297624,292425,267136,218039,197160,142946,160486,169440,167792
'49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, ...",194272,127023,88110,83058,112823,131586,174921,194190,171761,203046,255914,258120,262786,248817,201881,147301,162568,157877,140660
'13,"Lac; gums, resins and other vegetable saps and extracts",46698,42359,41975,46052,53635,62023,63381,88828,88981,95326,98671,116553,131998,113613,117541,99023,110143,140849,132778
'79,Zinc and articles thereof,37820,16978,23297,38274,36708,90708,131140,94467,51270,100914,131906,129498,92133,65563,70598,74221,103309,131819,124609
'09,"Coffee, tea, mat� and spices",24319,21472,21614,31377,22544,21496,34320,41473,45129,55813,84261,73503,71813,88159,108624,93918,122578,111759,119880
'78,Lead and articles thereof,39507,36063,29311,62508,77784,99713,148953,212830,134973,193886,208742,159629,193550,161845,129467,125580,172843,172917,118897
'37,Photographic or cinematographic goods,274456,246114,231985,233951,249400,288430,284612,276503,254897,290554,278354,265328,245272,214431,155352,129755,126835,119380,112120
'52,Cotton,125981,86188,151149,193155,96408,221028,274993,474233,263099,585639,932148,360811,347443,354292,169804,130990,226905,189505,111524
'44,Wood and articles of wood; wood charcoal,54204,44760,58198,77306,79242,110133,133683,172564,109083,133086,176455,167668,144451,150618,116234,98878,96931,100555,108421
'58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,22276,17871,18232,25072,48656,70024,60134,76701,64378,102375,158070,209250,207978,180723,144466,95028,100442,90798,91470
'57,Carpets and other textile floor coverings,20229,13736,12229,12528,15345,21919,30837,51485,41032,69233,86639,94416,105232,110001,86477,58719,80446,90162,89621
'92,Musical instruments; parts and accessories of such articles,29285,25537,17898,24585,35440,46743,60221,88567,84526,127230,163024,154210,128835,123880,91109,58326,66699,79697,74178
'17,Sugars and sugar confectionery,33858,23453,18035,23444,24714,29572,40522,57791,44249,61518,79352,118394,113120,101439,89410,68054,77668,77082,72838
'65,Headgear and parts thereof,4609,3865,2985,4807,8161,12701,21708,35291,35872,47188,65626,77804,85074,90563,72369,49624,62017,64347,72810
'93,Arms and ammunition; parts and accessories thereof,19581,9800,5586,4775,5106,13613,9426,21232,27582,69975,34479,26952,41388,62761,38706,35574,27970,76840,56604
'16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",18190,11508,14189,11987,11175,18564,19737,27451,28272,49265,64838,80741,122968,108517,77798,60666,63705,73217,54285
'24,Tobacco and manufactured tobacco substitutes,25042,25142,24758,19825,22227,30130,42456,49303,67224,73682,38296,41451,51873,48446,46989,72498,60904,59555,51241
'06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",7094,8211,6870,6737,5622,8758,10788,14105,19956,25816,35622,40055,42309,46810,39954,31679,40516,45394,46591
'41,Raw hides and skins (other than furskins) and leather,184801,129034,133761,162592,128794,144189,158070,149448,62730,84703,58373,35814,19256,28957,19444,30871,48050,36976,39222
'67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...,4966,4227,3533,5250,5731,7540,14349,22380,22947,29425,36083,37780,35954,41550,39283,29036,34807,36016,37649
'66,"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof",8819,9448,8125,11466,11255,13465,18006,26195,38580,48029,47904,46141,41050,49170,38973,28355,33602,32600,35562
'36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,3611,4077,5199,7475,6985,6014,8546,11173,12929,18199,18501,27637,26535,24803,25352,23683,20676,28337,29752
'53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,8156,6078,9685,9095,6978,11591,9709,24450,13194,35461,43041,33995,25447,26478,21253,18520,16669,28181,28354
'97,"Works of art, collectors' pieces and antiques",2177,7962,3543,4367,2831,5450,15267,22671,5390,7484,16546,38551,52202,65702,39406,12772,14098,26835,25957
'01,Live animals,20168,29436,8924,5085,6492,3695,10717,32182,26364,13050,16428,10340,8462,21104,10218,12903,9049,9613,13712
'45,Cork and articles of cork,6045,4639,3945,4871,5666,6363,7961,8782,6821,7293,10093,9665,8955,9288,7321,6739,5751,8169,8863
'51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",16135,7670,9398,11873,16903,15242,20372,28464,16386,19967,24409,20502,16110,13270,11669,10432,10778,10227,8180
'80,Tin and articles thereof,1801,2435,5192,16789,20603,19598,24082,20269,6728,19614,54978,15145,11336,10532,5627,4877,5597,7772,7421
'46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",2249,1789,1777,2675,3348,5339,7764,7759,6938,8204,9723,10487,10783,9809,8362,5011,6348,7142,7210
'50,Silk,4169,2280,2628,3494,6681,5183,8017,12702,11161,13932,19550,25473,26262,16457,13470,11523,9512,10804,6880
'43,Furskins and artificial fur; manufactures thereof,151,184,249,451,805,497,622,832,544,528,1627,1456,1294,1689,3401,2490,4302,4348,3609
'14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1987,1245,1399,1964,2177,3513,1950,5994,2080,3273,2382,2543,3557,3215,2607,1719,2242,2479,2358
