Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'44,Wood and articles of wood; wood charcoal,2304912,2830210,3466124,5014672,6408678,8572581,9776561,9334662,7713472,9651542,11354387,12315248,12748096,14469961,14211189,13613183,13693414,14888330,13410434
'03,"Fish and crustaceans, molluscs and other aquatic invertebrates",2590632,2873473,3335223,4055584,4349658,4744688,4752387,5180702,6813578,8806786,10988832,11323257,12526363,14074262,13325035,13705666,13255372,13257220,12470733
'55,Man-made staple fibres,2659240,2523351,2786989,3554463,4387235,5532539,6367609,6886741,6060933,7956682,11176015,10624386,11211386,12817090,12901704,12143454,12055254,12692242,12395421
'99,Commodities not elsewhere specified,573918,645640,956735,1108228,1604675,2311985,2176809,1704285,1628225,1467101,2341691,1415578,1728194,2266660,2030505,5890469,6204745,5279261,11757215
'68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",1104321,1313841,1612926,2028961,2756843,3626417,4510202,5444516,4860413,5787285,7365774,8072995,10062402,11094744,13098201,11387835,11555642,12284202,11555921
'07,Edible vegetables and certain roots and tubers,1745864,1883151,2179564,2537345,3052133,3714727,4042922,4222043,4853057,7477261,8722974,6905649,7871395,8226456,9026404,10553812,11161646,10518061,10328092
'16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",2046400,2327246,2678842,3488858,4364475,5491327,5831489,6036256,4576013,5863961,7861641,8951553,8982206,8881919,8007538,7941930,9025330,10253046,9241241
'30,Pharmaceutical products,737286,789975,917568,1100280,1364015,1530560,2055724,2903409,3418671,4482156,5421338,5890833,6207562,6591592,6942904,7018375,7359497,8866142,9165509
'86,"Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...",2275903,2391726,4034240,5495127,6406091,6651524,9539757,10213526,2862505,8915161,14315876,12886172,10994681,12737456,12408623,6855397,10946520,13274153,9133122
'67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...,916117,977742,1062040,1195600,1316493,1547714,1959443,2240287,2353879,3042480,4323613,5277906,5849411,6539438,6847773,5275763,6023655,7019013,8516883
'59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable ...",448383,624114,825697,1235107,1754978,2132254,2841124,3864261,3965391,5626071,7254361,6848801,7375917,7607249,7131843,6932651,7406177,8039745,7969555
'20,"Preparations of vegetables, fruit, nuts or other parts of plants",1496738,1757173,2168114,2578111,3094305,3781175,5436243,5841659,4750099,5544635,6980105,7562049,7852143,7634471,7390335,7342281,7691124,8051121,7838562
