Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'95,"Toys, games and sports requisites; parts and accessories thereof",1089749,1276650,1364221,1481706,1500289,1604804,2068361,2026334,1746116,1872108,2020468,1798329,1911447,2240149,1968019,2028196,2199951,2526082,2321245
'34,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial ...",1096945,1204397,1501207,1787538,1832082,1860724,2269324,2272045,2121674,2078919,2454768,2410362,2561141,2648049,2325153,2194017,2288545,2369351,2227376
'28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...",2391296,2082321,2387349,2832810,2911766,3989530,2114136,5232221,4704648,5377646,4832096,4515886,3998242,1478844,2627832,1134432,2047364,1390731,2223531
'89,"Ships, boats and floating structures",640236,660598,1020165,1249415,1229558,1212365,1795152,2208711,1388843,2249106,1535277,1454692,1672644,1532011,1518876,1944432,1192697,1434205,2137699
'74,Copper and articles thereof,933525,850340,935203,1277177,1402904,2435172,2505596,2650545,1777538,2549571,3349717,2790358,2318170,2085967,1628774,1666814,1876720,1847138,1722350
'23,Residues and waste from the food industries; prepared animal fodder,410951,476697,540924,578615,570337,669117,847318,978305,914730,997606,1116539,1259251,1443596,1472361,1380378,1504200,1745700,1573205,1431123
'75,Nickel and articles thereof,538428,474825,541258,907840,1072817,1353795,1994141,1553084,789410,1286972,1691964,1497937,1445205,1509933,1255314,1085583,1209035,1418929,1401209
'70,Glass and glassware,1025649,1032809,1262415,1482137,1277301,1326477,1495942,1508677,1129909,1205640,1394883,1261161,1220759,1275606,1195996,1180727,1249908,1292268,1293347
'42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles ...",366027,395320,439881,504575,536220,614438,742489,700311,618379,738421,924024,940477,1013850,1087064,1178950,1084099,1132826,1268480,1271077
'83,Miscellaneous articles of base metal,782151,731792,919250,1045338,1102595,1162942,1408547,1635207,1175785,1245251,1230255,1226799,1351435,1419656,1294189,1287147,1172048,1229000,1242773
