Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",267578,288447,408990,476232,535152,646244,733548,768765,598615,718646,777660,767684,800677,783571,711072,664415,681773,701764,569182
'35,Albuminoidal substances; modified starches; glues; enzymes,122639,141750,149561,180947,194787,220646,240553,274574,299479,307578,371411,427995,493511,436774,420917,416537,459940,445633,520567
'69,Ceramic products,252718,290583,361316,494372,555889,608233,582792,517789,354942,376752,400865,385726,391017,398117,409365,420218,467927,584425,460409
'01,Live animals,4916,5010,11312,19129,43188,88853,284914,417582,471141,697278,491660,642567,782598,742199,278156,283753,357806,623544,456651
'97,"Works of art, collectors' pieces and antiques",2273,2528,4958,9080,5571,11322,9249,18765,34069,19801,56591,46385,121991,81771,112898,198105,187727,300922,393996
'82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",199614,177143,240339,294408,383845,386481,463911,502974,388984,470238,576824,543705,533517,558028,449524,390459,418462,410156,375439
'93,Arms and ammunition; parts and accessories thereof,62538,205379,94612,99350,109642,134364,201209,260039,337887,321621,292969,315325,355886,316517,364730,343452,475964,342810,364774
'32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring ...",198507,157271,193204,240123,278202,335948,371561,416511,324908,415929,487922,482729,424279,401187,362469,344576,344431,357563,339773
'18,Cocoa and cocoa preparations,174179,206585,321077,320044,386863,362397,364947,400525,352338,418785,420608,379105,307027,337424,374780,390018,364295,365005,302717
'03,"Fish and crustaceans, molluscs and other aquatic invertebrates",271919,334493,412128,416420,391147,352175,284363,239528,169338,199374,201923,188020,200823,191927,207577,225836,233646,250661,293503
'34,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial ...",77847,74951,98620,132193,172029,198344,232689,288381,253635,321178,343183,352277,323844,318430,274019,281377,308229,283133,273569
'19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",56967,47004,63726,102738,118133,137769,198357,339302,197475,167549,183757,191480,205779,208259,165852,172411,202916,199957,222006
'79,Zinc and articles thereof,22627,47416,56178,62626,97198,215981,161557,91195,99370,142778,183381,112212,55622,53381,114584,158164,222578,246754,221998
'70,Glass and glassware,178003,193024,252672,267607,281570,285644,347138,323617,238794,292854,290654,250018,253481,251395,285710,269986,275976,258265,204686
'04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...",42877,73476,105594,158344,180957,191523,345679,646708,298481,301514,281397,255354,222078,529914,472479,312302,284027,236015,191717
'96,Miscellaneous manufactured articles,101307,92652,97081,116437,117806,137838,162901,157281,134133,156213,173039,239286,218687,223831,251168,229569,192758,182680,179462
'80,Tin and articles thereof,26033,22378,17458,46728,42424,41551,82934,111639,48813,31983,105185,143574,147374,178270,131677,137843,180885,195183,174099
'81,Other base metals; cermets; articles thereof,35628,22027,30223,73141,79713,79595,111759,116692,66618,121954,168426,220575,221659,205034,154856,142655,154002,166541,154690
'13,"Lac; gums, resins and other vegetable saps and extracts",31974,31593,39119,39357,46618,47448,51584,70474,63147,79109,99154,92603,90565,95436,90237,123023,132898,133724,147022
'56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",69700,53264,77761,106740,135579,182413,202254,264402,217398,265158,300921,265965,251103,237931,212525,157368,178568,153047,139334
'07,Edible vegetables and certain roots and tubers,20237,21038,13973,14535,15746,17620,52045,22606,37521,19126,37432,44559,36762,61237,91978,59278,100822,113521,135710
'31,Fertilisers,57771,74587,111450,160206,172928,164696,270691,460057,245304,314780,395471,333715,407780,363957,287353,193544,188670,195603,135115
'86,"Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...",47958,41922,50283,64625,269251,244167,306172,245002,226298,592367,321268,100020,180545,113035,149884,288845,143054,86769,126000
'61,"Articles of apparel and clothing accessories, knitted or crocheted",168532,120918,176961,203162,201810,170818,162244,142852,92537,102804,106861,86854,79283,83646,74629,74626,84631,85437,92882
'11,Products of the milling industry; malt; starches; inulin; wheat gluten,10577,15034,21388,20086,25528,35866,52072,59994,56992,51349,71982,64922,68028,81586,87192,85929,116138,87603,91486
'54,Man-made filaments; strip and the like of man-made textile materials,57366,72069,98687,107605,125162,110357,109251,113483,88941,93416,96325,94994,93372,102002,101222,93481,100076,93373,90496
'59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable ...",34952,33296,48602,67801,86148,91233,94872,99959,88612,125792,150061,150669,126234,106424,89597,84030,85402,79362,74384
'75,Nickel and articles thereof,108204,107449,137918,243637,254963,322123,570377,351786,220684,430880,601665,477571,448665,281930,255223,94236,55326,52338,59497
'36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,12780,14081,21039,24844,25723,26615,21527,23340,21828,25444,33647,44424,42934,78754,56686,36225,59955,58267,57698
'62,"Articles of apparel and clothing accessories, not knitted or crocheted",107106,96845,118902,148986,150568,122553,106658,95922,69229,73827,73363,67062,70487,61612,52926,47948,54669,52927,57444
'60,Knitted or crocheted fabrics,27924,28800,39626,53370,52407,61413,62801,66099,34180,53194,51779,53092,54083,56560,62386,58518,55994,50929,56620
'55,Man-made staple fibres,46931,51225,101351,123832,125342,149166,185361,162756,104722,167825,130877,118420,153528,111704,76314,65384,75432,91569,55443
'53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,16841,22474,33678,40052,47571,54053,52480,49142,32650,40227,49431,47700,43476,69330,71052,63419,45734,52252,55423
'63,Other made-up textile articles; sets; worn clothing and worn textile articles; rags,262799,292495,334732,378893,405809,340666,362916,317381,219487,211575,112418,83632,73412,55289,48654,55263,65008,55645,51184
'49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, ...",28138,30750,40993,51612,59845,67324,66227,61060,44658,50195,59278,58814,37541,41755,40811,49575,46106,62568,49507
'42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles ...",68732,102441,112016,134865,141207,134154,122429,127681,103047,93404,77352,65219,57334,59418,70647,76112,65091,44940,36950
'58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,19484,17233,23890,34041,34100,66822,105905,68920,34627,41644,54384,55743,57383,57166,53589,52639,53573,42390,33898
'43,Furskins and artificial fur; manufactures thereof,6883,7024,8706,13492,18405,27949,36855,31294,23047,29592,36934,36089,39313,42492,36356,39508,41976,35393,33723
'51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",24448,21949,25720,21113,21741,24968,29812,28939,27378,34770,40676,37590,45080,39305,39660,29783,28747,33023,28824
'50,Silk,41532,37811,31638,35546,33570,42188,37000,33403,26703,35201,33422,31446,36335,33161,28472,30045,33026,33749,28721
'37,Photographic or cinematographic goods,155560,112982,121520,146711,140570,115477,115080,93675,74068,76557,57515,56549,62144,58761,40128,31587,31059,27831,26234
'95,"Toys, games and sports requisites; parts and accessories thereof",26687,23780,27945,39168,39491,39085,46794,44545,34005,39522,37633,29728,27094,28186,27644,30855,27205,28090,23954
'78,Lead and articles thereof,547,403,317,956,890,763,4489,1761,645,1349,2153,3137,2304,1568,2172,21752,52560,37065,18976
'14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,9367,3668,6018,4931,4868,9231,2337,7818,7371,13383,16409,17806,6869,7828,6877,13852,18646,13061,12848
'57,Carpets and other textile floor coverings,21887,17712,21411,20570,22270,21179,22382,22098,14838,22643,21219,19082,18020,13752,10437,12502,14592,13351,12320
'06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",13747,16134,21398,25357,27641,32329,35278,35596,31525,28754,28286,26074,23925,23812,16666,13156,12706,12316,11307
'99,Commodities not elsewhere specified,1186054,1044259,1229351,1470796,2178927,2613789,106980,128757,119337,133698,150987,167499,175071,180703,3004848,2124969,2669848,2222181,8445
'65,Headgear and parts thereof,2542,2085,3130,3535,4409,4669,7246,5983,3474,4849,4694,5101,5082,6039,4088,3769,4834,4617,4900
'91,Clocks and watches and parts thereof,3078,1905,3996,3018,2809,2252,3424,3597,3612,3345,4490,4297,2531,3940,3101,4535,4424,4141,4885
'92,Musical instruments; parts and accessories of such articles,4821,3677,5163,7078,8629,9557,8801,8260,6063,5319,5119,4365,4468,4961,4279,4369,4348,4603,4805
'67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...,55,254,258,199,127,214,524,936,127,220,358,144,211,70,423,360,280,803,1477
'46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",89,89,208,196,232,246,287,293,193,146,202,379,258,215,187,208,568,623,483
'45,Cork and articles of cork,710,1285,1571,1511,1731,1987,2172,2207,1871,1934,2613,2676,2237,2152,1629,1239,285,332,303
'66,"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof",99,63,175,166,314,146,151,247,158,351,296,313,287,347,322,455,361,227,286
