Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,134,74,61,49,325,3540,5756,7854,5892,6173,8729,12897,11595,12003,11240,9278,6735,9228,18834
'65,Headgear and parts thereof,6379,5729,5996,4411,7938,3396,3480,3855,4369,2841,3871,9533,17031,13394,11433,11932,12699,14329,18385
'51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",18897,30094,31702,22596,18673,19926,28679,20295,11582,15880,16189,22852,32665,31917,34546,23461,26341,23178,17528
'37,Photographic or cinematographic goods,4257,4270,6287,9275,13238,8540,22054,12636,6364,4713,4374,6474,6339,10150,7584,8066,9278,10851,13551
'53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,51576,62131,77415,88109,76792,68617,43913,21908,17506,16227,18649,21558,17961,10882,10117,9695,7769,10942,13449
'58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,695,511,604,698,588,821,844,1043,940,1313,1710,8254,9406,8560,5757,9019,10560,11355,13429
'57,Carpets and other textile floor coverings,1598,1237,1498,2371,2557,4389,4872,4842,3234,2030,2146,6227,8698,6398,4314,5580,7752,9649,12315
'13,"Lac; gums, resins and other vegetable saps and extracts",222,139,826,1270,800,904,2008,1112,615,959,1549,3683,4689,6991,6225,8556,11130,11872,11389
'80,Tin and articles thereof,9955,9157,3298,8156,8912,4063,12538,10780,6572,4635,7604,15419,20064,10807,6655,6903,6040,41658,8729
'92,Musical instruments; parts and accessories of such articles,1279,1451,1046,1090,1081,1239,1745,996,927,219,1331,1630,690,892,634,1372,1458,5087,8042
'97,"Works of art, collectors' pieces and antiques",1254,6213,1208,2801,1559,722,2123,3480,1212,3204,2360,3453,4664,5285,4325,7974,6433,9244,6111
'06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",374,500,783,1024,776,1011,837,1222,1336,1169,1504,1359,2553,2095,2751,3153,3988,3143,5494
'67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...,260,117,160,148,179,108,192,210,186,286,80,299,901,1499,1070,1177,1552,3315,4063
'66,"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof",55,45,36,179,325,82,319,413,368,96,162,438,694,557,636,828,994,1452,2001
'45,Cork and articles of cork,192,278,276,247,156,170,206,394,253,62,37,359,464,638,1161,923,878,1267,1776
'46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",153,248,549,512,1779,196,228,237,176,124,123,227,242,328,307,333,407,440,643
'50,Silk,14,23,17,31,8,13,36,1,11,8,7,46,251,135,67,70,31,72,78
'93,Arms and ammunition; parts and accessories thereof,21481,26062,29810,29700,30213,32275,42204,50082,495355,2308346,3557537,3562182,4451765,189240,0,0,0,0,0
'88,"Aircraft, spacecraft, and parts thereof",345519,2203956,2808359,2673970,726630,0,0,0,0,0,0,4375548,5559153,1164199,0,0,0,0,0
